1:65 -> K: 22 | acc: 33.6
26:151 -> K: 24 | acc: 84.0
26:152 -> K: 23 | acc: 84.8
26:153 -> K: 22 | acc: 85.6
26:154 -> K: 23 | acc: 85.6
26:155 -> K: 23 | acc: 85.6
26:156 -> K: 22 | acc: 84.8
26:157 -> K: 22 | acc: 84.8
26:158 -> K: 23 | acc: 85.6
26:159 -> K: 22 | acc: 85.6
26:160 -> K: 22 | acc: 85.6
26:161 -> K: 22 | acc: 86.4
26:162 -> K: 22 | acc: 84.8
26:163 -> K: 21 | acc: 84.0
26:164 -> K: 22 | acc: 84.8
26:165 -> K: 22 | acc: 84.8
26:166 -> K: 22 | acc: 85.6
26:167 -> K: 23 | acc: 84.8
26:168 -> K: 21 | acc: 84.8
26:169 -> K: 20 | acc: 83.2
26:170 -> K: 22 | acc: 84.0
26:171 -> K: 21 | acc: 84.8
26:172 -> K: 23 | acc: 84.8
26:173 -> K: 23 | acc: 83.2
26:174 -> K: 23 | acc: 82.39999999999999
26:175 -> K: 24 | acc: 83.2
26:176 -> K: 22 | acc: 82.39999999999999
26:177 -> K: 21 | acc: 82.39999999999999
26:178 -> K: 21 | acc: 83.2
26:179 -> K: 21 | acc: 80.80000000000001
26:180 -> K: 21 | acc: 82.39999999999999
26:181 -> K: 21 | acc: 82.39999999999999
26:182 -> K: 21 | acc: 83.2
26:183 -> K: 22 | acc: 82.39999999999999
26:184 -> K: 20 | acc: 83.2
26:185 -> K: 20 | acc: 81.6
26:186 -> K: 20 | acc: 83.2
26:187 -> K: 20 | acc: 84.0
26:188 -> K: 20 | acc: 82.39999999999999
26:189 -> K: 20 | acc: 80.80000000000001
26:190 -> K: 20 | acc: 81.6
26:191 -> K: 20 | acc: 80.80000000000001
26:192 -> K: 20 | acc: 80.80000000000001
26:193 -> K: 20 | acc: 81.6
26:194 -> K: 20 | acc: 80.80000000000001
26:195 -> K: 20 | acc: 80.80000000000001
26:196 -> K: 21 | acc: 81.6
26:197 -> K: 21 | acc: 80.80000000000001
26:198 -> K: 20 | acc: 82.39999999999999
26:199 -> K: 20 | acc: 82.39999999999999
26:200 -> K: 20 | acc: 81.6
26:201 -> K: 20 | acc: 83.2
26:202 -> K: 20 | acc: 84.0
26:203 -> K: 20 | acc: 84.0
26:204 -> K: 20 | acc: 84.0
26:205 -> K: 20 | acc: 84.0
26:206 -> K: 20 | acc: 83.2
26:207 -> K: 20 | acc: 83.2
26:208 -> K: 20 | acc: 83.2
26:209 -> K: 20 | acc: 83.2
26:210 -> K: 20 | acc: 83.2
26:211 -> K: 20 | acc: 83.2
26:212 -> K: 20 | acc: 82.39999999999999
26:213 -> K: 20 | acc: 82.39999999999999
26:214 -> K: 20 | acc: 81.6
26:215 -> K: 20 | acc: 83.2
26:216 -> K: 20 | acc: 83.2
26:217 -> K: 20 | acc: 83.2
26:218 -> K: 20 | acc: 83.2
26:219 -> K: 20 | acc: 83.2
26:220 -> K: 20 | acc: 83.2
26:221 -> K: 20 | acc: 83.2
26:222 -> K: 20 | acc: 83.2
26:223 -> K: 20 | acc: 83.2
26:224 -> K: 20 | acc: 83.2
26:225 -> K: 20 | acc: 83.2
27:65 -> K: 23 | acc: 69.6
27:66 -> K: 22 | acc: 71.2
27:67 -> K: 21 | acc: 74.4
27:68 -> K: 22 | acc: 76.8
27:69 -> K: 22 | acc: 77.60000000000001
27:70 -> K: 20 | acc: 76.0
27:71 -> K: 20 | acc: 74.4
27:72 -> K: 21 | acc: 74.4
27:73 -> K: 20 | acc: 74.4
27:74 -> K: 20 | acc: 73.6
27:75 -> K: 20 | acc: 71.2
27:76 -> K: 22 | acc: 83.2
27:77 -> K: 20 | acc: 82.39999999999999
27:78 -> K: 21 | acc: 80.80000000000001
27:79 -> K: 21 | acc: 81.6
27:80 -> K: 21 | acc: 84.0
27:81 -> K: 21 | acc: 80.80000000000001
27:82 -> K: 21 | acc: 80.80000000000001
27:83 -> K: 20 | acc: 80.80000000000001
27:84 -> K: 21 | acc: 81.6
27:85 -> K: 20 | acc: 81.6
27:86 -> K: 21 | acc: 82.39999999999999
27:87 -> K: 20 | acc: 84.0
27:88 -> K: 23 | acc: 84.8
27:89 -> K: 24 | acc: 85.6
27:90 -> K: 21 | acc: 84.8
27:91 -> K: 23 | acc: 85.6
27:92 -> K: 22 | acc: 84.8
27:93 -> K: 24 | acc: 85.6
27:94 -> K: 23 | acc: 85.6
27:95 -> K: 20 | acc: 85.6
27:96 -> K: 20 | acc: 85.6
27:97 -> K: 20 | acc: 86.4
27:98 -> K: 23 | acc: 86.4
27:99 -> K: 24 | acc: 85.6
27:100 -> K: 22 | acc: 86.4
27:101 -> K: 24 | acc: 88.8
27:102 -> K: 20 | acc: 87.2
27:103 -> K: 24 | acc: 88.0
27:104 -> K: 24 | acc: 87.2
27:105 -> K: 20 | acc: 87.2
27:106 -> K: 20 | acc: 88.0
27:107 -> K: 20 | acc: 88.0
27:108 -> K: 24 | acc: 87.2
27:109 -> K: 23 | acc: 85.6
27:110 -> K: 20 | acc: 84.0
27:111 -> K: 24 | acc: 85.6
27:112 -> K: 20 | acc: 85.6
27:113 -> K: 23 | acc: 84.8
27:114 -> K: 23 | acc: 85.6
27:115 -> K: 24 | acc: 85.6
27:116 -> K: 23 | acc: 84.8
27:117 -> K: 21 | acc: 84.8
27:118 -> K: 21 | acc: 84.8
27:119 -> K: 21 | acc: 84.0
27:120 -> K: 20 | acc: 84.8
27:121 -> K: 21 | acc: 85.6
27:122 -> K: 20 | acc: 86.4
27:123 -> K: 23 | acc: 85.6
27:124 -> K: 23 | acc: 85.6
27:125 -> K: 23 | acc: 85.6
27:126 -> K: 20 | acc: 83.2
27:127 -> K: 24 | acc: 85.6
27:128 -> K: 24 | acc: 85.6
27:129 -> K: 24 | acc: 85.6
27:130 -> K: 24 | acc: 85.6
27:131 -> K: 24 | acc: 87.2
27:132 -> K: 24 | acc: 86.4
27:133 -> K: 24 | acc: 87.2
27:134 -> K: 24 | acc: 85.6
27:135 -> K: 21 | acc: 84.8
27:136 -> K: 24 | acc: 84.8
27:137 -> K: 23 | acc: 84.8
27:138 -> K: 20 | acc: 84.0
27:139 -> K: 20 | acc: 84.0
27:140 -> K: 20 | acc: 85.6
27:141 -> K: 20 | acc: 84.8
27:142 -> K: 20 | acc: 86.4
27:143 -> K: 24 | acc: 86.4
27:144 -> K: 24 | acc: 85.6
27:145 -> K: 21 | acc: 85.6
27:146 -> K: 21 | acc: 86.4
27:147 -> K: 20 | acc: 85.6
27:148 -> K: 21 | acc: 85.6
27:149 -> K: 20 | acc: 84.8
27:150 -> K: 24 | acc: 84.8
27:151 -> K: 22 | acc: 84.8
27:152 -> K: 22 | acc: 84.0
27:153 -> K: 22 | acc: 85.6
27:154 -> K: 22 | acc: 85.6
27:155 -> K: 22 | acc: 84.0
27:156 -> K: 21 | acc: 84.0
27:157 -> K: 22 | acc: 84.8
27:158 -> K: 23 | acc: 85.6
27:159 -> K: 23 | acc: 86.4
27:160 -> K: 22 | acc: 85.6
27:161 -> K: 23 | acc: 87.2
27:162 -> K: 22 | acc: 85.6
27:163 -> K: 23 | acc: 84.8
27:164 -> K: 22 | acc: 85.6
27:165 -> K: 22 | acc: 84.8
27:166 -> K: 22 | acc: 85.6
27:167 -> K: 22 | acc: 84.8
27:168 -> K: 21 | acc: 84.8
27:169 -> K: 21 | acc: 84.0
27:170 -> K: 23 | acc: 84.8
27:171 -> K: 22 | acc: 84.8
27:172 -> K: 23 | acc: 84.0
27:173 -> K: 20 | acc: 83.2
27:174 -> K: 20 | acc: 82.39999999999999
27:175 -> K: 23 | acc: 82.39999999999999
27:176 -> K: 23 | acc: 82.39999999999999
27:177 -> K: 21 | acc: 82.39999999999999
27:178 -> K: 21 | acc: 82.39999999999999
27:179 -> K: 20 | acc: 81.6
27:180 -> K: 21 | acc: 82.39999999999999
27:181 -> K: 21 | acc: 82.39999999999999
27:182 -> K: 21 | acc: 83.2
27:183 -> K: 22 | acc: 83.2
27:184 -> K: 20 | acc: 83.2
27:185 -> K: 20 | acc: 81.6
27:186 -> K: 20 | acc: 82.39999999999999
27:187 -> K: 20 | acc: 83.2
27:188 -> K: 20 | acc: 82.39999999999999
27:189 -> K: 20 | acc: 80.80000000000001
27:190 -> K: 21 | acc: 81.6
27:191 -> K: 20 | acc: 80.80000000000001
27:192 -> K: 20 | acc: 80.80000000000001
27:193 -> K: 20 | acc: 82.39999999999999
27:194 -> K: 20 | acc: 81.6
27:195 -> K: 21 | acc: 82.39999999999999
27:196 -> K: 20 | acc: 81.6
27:197 -> K: 21 | acc: 81.6
27:198 -> K: 22 | acc: 82.39999999999999
27:199 -> K: 22 | acc: 82.39999999999999
27:200 -> K: 20 | acc: 82.39999999999999
27:201 -> K: 20 | acc: 83.2
27:202 -> K: 20 | acc: 84.0
27:203 -> K: 20 | acc: 84.0
27:204 -> K: 20 | acc: 83.2
27:205 -> K: 20 | acc: 84.0
27:206 -> K: 20 | acc: 84.0
27:207 -> K: 20 | acc: 84.0
27:208 -> K: 20 | acc: 83.2
27:209 -> K: 20 | acc: 83.2
27:210 -> K: 20 | acc: 83.2
27:211 -> K: 20 | acc: 83.2
27:212 -> K: 20 | acc: 81.6
27:213 -> K: 20 | acc: 81.6
27:214 -> K: 20 | acc: 81.6
27:215 -> K: 20 | acc: 83.2
27:216 -> K: 20 | acc: 83.2
27:217 -> K: 20 | acc: 83.2
27:218 -> K: 20 | acc: 83.2
27:219 -> K: 20 | acc: 83.2
27:220 -> K: 20 | acc: 83.2
27:221 -> K: 20 | acc: 83.2
27:222 -> K: 20 | acc: 83.2
27:223 -> K: 20 | acc: 83.2
27:224 -> K: 20 | acc: 83.2
27:225 -> K: 20 | acc: 83.2
28:65 -> K: 20 | acc: 69.6
28:66 -> K: 22 | acc: 72.0
28:67 -> K: 22 | acc: 72.8
28:68 -> K: 20 | acc: 76.8
28:69 -> K: 20 | acc: 76.8
28:70 -> K: 20 | acc: 76.0
28:71 -> K: 21 | acc: 74.4
28:72 -> K: 20 | acc: 73.6
28:73 -> K: 20 | acc: 74.4
28:74 -> K: 22 | acc: 71.2
28:75 -> K: 20 | acc: 70.39999999999999
28:76 -> K: 21 | acc: 84.0
29:65 -> K: 23 | acc: 69.6
29:66 -> K: 22 | acc: 72.0
29:67 -> K: 23 | acc: 73.6
29:68 -> K: 20 | acc: 76.0
29:69 -> K: 23 | acc: 76.0
29:70 -> K: 20 | acc: 76.8
29:71 -> K: 22 | acc: 74.4
29:72 -> K: 21 | acc: 73.6
29:73 -> K: 22 | acc: 73.6
29:74 -> K: 24 | acc: 71.2
29:75 -> K: 24 | acc: 71.2
29:76 -> K: 21 | acc: 84.8
